row,contract_status,level,category,contract_code,contract_name,planning_code,planning_name,dev_rr,zerost_rr,opinion,client_feedback,extra_opinion,extracted_codes
264,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-06,가격 이력,Z,추가,,,,PRD-EXT-02-06
265,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-07,판매 현황,Z,추가,,,,PRD-EXT-02-07
266,,2,7. 상품 및 이용권 관리 (PRD),,,PRD-EXT-02-08,액션,Z,추가,,,,PRD-EXT-02-08
267,,1,7. 상품 및 이용권 관리 (PRD),PRD-02,이용권 관리 (잔여횟수 / 기간 · 정지 / 연장 / 양도 / 재등록),MBR-02,회원 상세 (15개 탭),Z,,,,,"PRD-02, MBR-02"
268,,1,7. 상품 및 이용권 관리 (PRD),PRD-03,상품 - 이용권 - 회원 관계 데이터 구조,,,Z,,,,,PRD-03
269,,1,8. 예약·스케줄·출결 (RSV),RSV-01,예약 캘린더 (일 / 주 / 월 뷰),RSV-01,예약 목록 (예약 1건 단위 원장),Z,,,,,RSV-01
270,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-01,요약 카드,Z,,,,,RSV-01-01
271,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-02,필터 바,Z,,,,,RSV-01-02
272,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-03,검색,Z,,,,,RSV-01-03
273,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-04,예약 목록 테이블,Z,,,,,RSV-01-04
274,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-05,행 액션,Z,논의필요,행 액션이 무엇인지 명시되지 않음 > 추가 설명 이후에 판단이 가능할 것 같습니다.,리스트에서 이동 및 기능으로 진입하는 항목을 의미합니다.,확인했습니다.,RSV-01-05
275,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-06,상태 정정,Z,,,,,RSV-01-06
276,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-07,엑셀 다운로드,Z,추가,엑셀 다운 기능은 견적서에 명시되지 않음,,,RSV-01-07
277,,2,8. 예약·스케줄·출결 (RSV),,,RSV-01-08,본사 통합 모드,Z,추가,견적서에 명시되지 않음,본사 통합 권한에서 여러 지점 예약을 조회하는 것은 멀티센터/본사 어드민 구조가 전제된 경우 자연스러운 상세화입니다. 별도 통합 리포트나 정산 산식이면 추가입니다.,,RSV-01-08
278,,1,8. 예약·스케줄·출결 (RSV),,,CLS-01,수업 캘린더 (월·주·일·목록 + DnD),Z,,,,,CLS-01
279,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-01,뷰 전환,Z,,,,,CLS-01-01
280,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-02,필터 바,Z,,,,,CLS-01-02
281,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-03,캘린더 인터랙션,Z,,,,,CLS-01-03
282,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-04,우측 패널,Z,질문,패널에 들어갈 요소 정의 필요,"[판도 검토 답변 - 명확화]
답변: CLS-01-04 우측 패널은 수업 캘린더에서 선택한 수업의 상세 정보와 예약/출석 상태를 보여주는 보조 패널입니다.
TC 반영: 수업명, 강사, 시간, 정원/예약/대기, 예약자 목록, 출석 처리, 취소/변경 액션, 권한별 버튼 노출 TC를 반영합니다.
고객사 확인: 우측 패널에서 바로 수정까지 허용할지, 상세 화면으로 이동만 할지는 고객사 검수 기준에 맞춰 확정합니다.",기능 확인했습니다.,CLS-01-04
283,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-05,색상 범례,Z,,,,,CLS-01-05
284,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-06,일괄 변경,Z,,,,,CLS-01-06
285,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-07,미승인 일정,Z,,,,,CLS-01-07
286,,2,8. 예약·스케줄·출결 (RSV),,,CLS-01-08,탭 내비게이션,Z,,,,,CLS-01-08
287,,1,8. 예약·스케줄·출결 (RSV),RSV-02,예약 목록 (필터 / 검색),RSV-01,예약 목록 (예약 1건 단위 원장),Z,,,,,"RSV-02, RSV-01"
288,,1,8. 예약·스케줄·출결 (RSV),RSV-03,예약 등록 / 변경 / 취소,CLS-02,수업 관리 (목록 기반 정밀 관리),Z,,,,,"RSV-03, CLS-02"
289,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-01,필터 바,Z,,,,,CLS-02-01
290,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-02,상태 필터,Z,,,,,CLS-02-02
291,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-03,수업 목록 테이블,Z,,,,,CLS-02-03
292,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-04,수업 등록,Z,,,,,CLS-02-04
293,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-05,수업 수정,Z,,,,,CLS-02-05
294,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-06,수업 취소,Z,,,,,CLS-02-06
295,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-07,출석 처리,Z,,,,,CLS-02-07
296,,2,8. 예약·스케줄·출결 (RSV),,,CLS-02-08,수업 기록 상세,Z,,,,,CLS-02-08
297,,1,8. 예약·스케줄·출결 (RSV),RSV-04,출결 처리 (출석 / 결석 / 노쇼 / 지각),IoT-01,키오스크 설정 (출석 방식 + 화면 + 기능),Z,,,,,"RSV-04, IOT-01"
298,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-01,출석 방식,Z,,,,,IOT-01-01
299,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-02,화면 구성,Z,,,,,IOT-01-02
300,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-03,기능 표시,Z,,,,,IOT-01-03
301,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-04,미리보기,Z,,,,,IOT-01-04
302,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-05,저장,Z,,,,,IOT-01-05
303,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-06,키오스크 연결,Z,,,,,IOT-01-06
304,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-07,실패 로그,Z,,,,,IOT-01-07
305,,2,8. 예약·스케줄·출결 (RSV),,,IoT-01-08,외부 연동,Z,,,,,IOT-01-08
306,,1,[기획] D09-설정관리,RSV-04,출결 처리 (출석 / 결석 / 노쇼 / 지각),SET-EXT-05,출석 관리 설정 (인정 시간·지각·자동 처리),Z,,,,,"RSV-04, SET-EXT-05"
307,,2,[기획] D09-설정관리,,,SET-EXT-05-01,출석 인정 시간,Z,,,,,SET-EXT-05-01
308,,2,[기획] D09-설정관리,,,SET-EXT-05-02,지각 기준,Z,질문,기준은 고객사에서 제공 필요,"[판도 검토 답변 - 명확화]
답변: SET-EXT-05-02 지각 기준은 통합 출석 정책에서 몇 분 이후를 지각으로 볼지 정하는 설정입니다.
TC 반영: 지각 판단 시간 N분, 지각 누적 알림 N회 초과, 노쇼 판단 시간, QR 유효시간 최소 10초, QR 새로고침 최소 1분, 출석 기록 12개월 이상 보관 TC를 반영합니다.","지각 기능은 출석/지각의 명확한 기준을 받으면 구현 가능합니다. 
다만, 피드백의 TC 반영에 있는 누적 알림, 노쇼 판단, QR 등의 내용은 견적서에서 확인할 수 없습니다.",SET-EXT-05-02
309,,2,[기획] D09-설정관리,,,SET-EXT-05-03,QR 출석,Z,추가,견적서 명시 없음,QR 출석은 출석 수단 중 하나로 설정하는 수준이면 출석관리 설정의 상세화입니다. QR 발급/검증/스캔 전용 화면까지 포함하면 별도 범위로 협의해야 합니다.,"기획 md 파일에는 QR 자동 갱신, 서버 검증, 에러 처리 등의 내용이 있지만 견적서에는 QR 과 관련된 언급이 없습니다.",SET-EXT-05-03
310,,2,[기획] D09-설정관리,,,SET-EXT-05-04,자동 출석,Z,추가,자동 출석은 추가 기능으로 판단됨.,"자동 출석은 단순 설정이 아니라 이벤트 감지, 중복 방지, 실패 처리, 장비 연동이 필요합니다. 계약에 키오스크/IoT 자동 출석이 명시되어 있지 않다면 추가 기능으로 볼 수 있습니다.",,SET-EXT-05-04
311,,2,[기획] D09-설정관리,,,SET-EXT-05-05,출석 정정 권한,Z,,,,,SET-EXT-05-05
312,,2,[기획] D09-설정관리,,,SET-EXT-05-06,보관 기간,Z,,,,,SET-EXT-05-06
313,,2,[기획] D09-설정관리,,,SET-EXT-05-07,저장,Z,,,,,SET-EXT-05-07
314,,1,8. 예약·스케줄·출결 (RSV),RSV-05,이용권 소진 연결 구조 설계,,,Z,,,,,RSV-05
315,,1,9. 수업 관리 (CLS),CLS-01,FullCalendar 기반 캘린더 (일 / 주 / 월 / Agenda),CLS-01,수업 캘린더 (월·주·일·목록 + DnD),Z,,,,,CLS-01
316,,1,9. 수업 관리 (CLS),CLS-02,드래그앤드롭 이동 + 리사이즈 + 충돌 감지,CLS-02,수업 관리 (목록 기반 정밀 관리),Z,질문,"E열과 G열의 내용이 서로 맞지 않음. CLS-02 기능이 아닌 별도의 다른 기능으로 생각됨. 계약 기능은 드래그앤드롭, 리사이즈, 충돌 감지인데 기획 기능은 목록 기반 정밀 관리라고 되어 있음","[판도 검토 답변 - 명확화]
답변: 이 행은 코드/내용 재매핑이 필요합니다. 현재 admin 기획에서 CLS-02는 목록 기반 수업 관리이고, 드래그앤드롭/리사이즈/충돌 검사는 CLS-01 수업 캘린더 범위입니다.
TC 반영: CLS-02에는 수업 목록 조회/상세/운영 상태 TC를 반영하고, 드래그앤드롭 이동, 시간 리사이즈, 강사/공간 충돌 검사는 CLS-01 TC로 이관해 반영합니다.
고객사 확인: 엑셀 기능 코드명을 CLS-01로 정정할지, CLS-02 설명을 현재 기획에 맞춰 수정할지 고객사/개발사 간 문서 정리가 필요합니다.",협의 후 코드 카테고리 수정 또는 기능 변경 하면 될 것 같습니다.,CLS-02
317,,1,9. 수업 관리 (CLS),,,CLS-01,수업 캘린더 (월·주·일·목록 + DnD),Z,,중복,,,CLS-01
318,,1,9. 수업 관리 (CLS),CLS-03,수업 유형별 색상 체계 (PT / GX / CLASS),CLS-03,시간표 일괄 등록 (반복 일정 대량 생성),Z,질문,E열과 G열의 내용이 서로 맞지 않음. CLS-03 기능이 아닌 별도의 다른 기능으로 생각됨 계약 기능명은 수업 유형별 색상 체계인데 기획 기능에는 시간표 등록과 관련된 기능이 나와있음,"[판도 검토 답변 - 명확화]
답변: 이 행도 코드/내용 재매핑이 필요합니다. 현재 admin 기획에서 CLS-03은 시간표 일괄 등록이고, 수업 유형별 색상 체계는 CLS-01 캘린더 표시 규칙에 가깝습니다.
TC 반영: CLS-03에는 반복 시간표 업로드/일괄 생성/충돌 검증 TC를 반영하고, 색상 범례와 수업 유형 색상은 CLS-01 캘린더 TC로 이관합니다.
고객사 확인: 계약 리스트의 CLS-03 명칭을 유지할지, 화면설계서 기준으로 코드 정정할지 결정이 필요합니다.",협의 후 코드 카테고리 수정 또는 기능 변경 하면 될 것 같습니다.,CLS-03
319,,2,9. 수업 관리 (CLS),,,CLS-03-01,기간 설정,Z,,,,,CLS-03-01
320,,2,9. 수업 관리 (CLS),,,CLS-03-02,요일 선택,Z,,,,,CLS-03-02
321,,2,9. 수업 관리 (CLS),,,CLS-03-03,시간 설정,Z,,,,,CLS-03-03
322,,2,9. 수업 관리 (CLS),,,CLS-03-04,수업 템플릿 선택,Z,,,,,CLS-03-04
323,,2,9. 수업 관리 (CLS),,,CLS-03-05,강사·장소 배정,Z,,,,,CLS-03-05
324,,2,9. 수업 관리 (CLS),,,CLS-03-06,정원 입력,Z,,,,,CLS-03-06
325,,2,9. 수업 관리 (CLS),,,CLS-03-07,예외 날짜 제외,Z,,,,,CLS-03-07
326,,2,9. 수업 관리 (CLS),,,CLS-03-08,미리보기,Z,,,,,CLS-03-08
327,,2,9. 수업 관리 (CLS),,,CLS-03-09,일괄 생성,Z,,,,,CLS-03-09
328,,1,9. 수업 관리 (CLS),,,CLS-01,수업 캘린더 (월·주·일·목록 + DnD),Z,,,,,CLS-01
329,,1,9. 수업 관리 (CLS),,,CLS-02,수업 관리 (목록 기반 정밀 관리),Z,,,,,CLS-02
330,,1,9. 수업 관리 (CLS),CLS-04,수업 템플릿 관리,CLS-04,그룹 수업 템플릿 (수업 정보 사전 정의),Z,,,,,CLS-04
331,,2,9. 수업 관리 (CLS),,,CLS-04-01,템플릿 목록,Z,,,,,CLS-04-01
332,,2,9. 수업 관리 (CLS),,,CLS-04-02,템플릿 등록,Z,,,,,CLS-04-02
333,,2,9. 수업 관리 (CLS),,,CLS-04-03,템플릿 수정,Z,,,,,CLS-04-03
334,,2,9. 수업 관리 (CLS),,,CLS-04-04,활성/비활성,Z,,,,,CLS-04-04
335,,2,9. 수업 관리 (CLS),,,CLS-04-05,템플릿 삭제,Z,,,,,CLS-04-05
336,,2,9. 수업 관리 (CLS),,,CLS-04-06,빈 상태,Z,,,,,CLS-04-06
337,,1,9. 수업 관리 (CLS),CLS-05,시간표 일괄 등록 (테이블 형식),CLS-05,그룹 수업 현황 (예약·출석률·잔여 자리 현황판),Z,,,,,CLS-05
338,,2,9. 수업 관리 (CLS),,,CLS-05-01,기간 필터,Z,,,,,CLS-05-01
339,,2,9. 수업 관리 (CLS),,,CLS-05-02,수업 유형 필터,Z,,,,,CLS-05-02
340,,2,9. 수업 관리 (CLS),,,CLS-05-03,강사 필터,Z,,,,,CLS-05-03
341,,2,9. 수업 관리 (CLS),,,CLS-05-04,현황 테이블,Z,,,,,CLS-05-04
342,,2,9. 수업 관리 (CLS),,,CLS-05-05,정렬,Z,,,,,CLS-05-05
343,,2,9. 수업 관리 (CLS),,,CLS-05-06,예약 회원 드로어,Z,,,,,CLS-05-06
344,,2,9. 수업 관리 (CLS),,,CLS-05-07,마감 강조,Z,질문,마감 강조 기능에 대한 추가 설명 필요.,"[판도 검토 답변 - 명확화]
답변: CLS-05-07 마감 강조는 수업 예약 현황에서 정원 임박 또는 마감 상태를 시각적으로 강조하는 표시 규칙입니다.
TC 반영: 잔여 0명은 빨간색 마감, 잔여 1~2명은 주황색 임박, 예약률 80% 초과 주의 표시, 대기 가능 여부 표시 TC를 반영합니다.","기획 md 파일에서는 확인되는 내용이지만, 견적서에는 마감 강조와 관련된 내용이 확인되지 않습니다.",CLS-05-07
345,,2,9. 수업 관리 (CLS),,,CLS-05-08,운영 액션,Z,질문,운영 액션에 대한 추가 설명 필요.,"[판도 검토 답변 - 명확화]
답변: CLS-05-08 운영 액션은 수업 운영자가 정원 조정 또는 수업 취소 같은 운영 처리를 하는 버튼입니다.
TC 반영: 정원 조정 권한 manager 이상, 예약 인원보다 작은 정원 축소 차단, 정원 확대 시 대기자 자동 배정, 수업 취소 사유 입력, 알림 발송 TC를 반영합니다.","기획 md 파일에서는 확인되지만, 견적서에는 명시되지 않은 내용입니다.",CLS-05-08
346,,1,9. 수업 관리 (CLS),,,CLS-03,시간표 일괄 등록 (반복 일정 대량 생성),Z,,,,,CLS-03
347,,1,9. 수업 관리 (CLS),CLS-06,강사 근무 현황 + 일정 변경 요청 승인 / 반려,CLS-06,강사 근무 현황 (수업·근무시간·OT 운영),Z,,,,,CLS-06
348,,2,9. 수업 관리 (CLS),,,CLS-06-01,기간 필터,Z,,,,,CLS-06-01
349,,2,9. 수업 관리 (CLS),,,CLS-06-02,요약 통계,Z,,,,,CLS-06-02
350,,2,9. 수업 관리 (CLS),,,CLS-06-03,강사 목록,Z,,,,,CLS-06-03
351,,2,9. 수업 관리 (CLS),,,CLS-06-04,OT 운영 요약,Z,추가,"견적서에 명시되지 않음. 강사 근무 현황, 일정 등의 내용은 있지만 OT와 관련된 내용 명시 되지 않음",OT를 수업/강습 유형 중 하나로 관리하는 기준이라면 강사 근무 현황의 상세화입니다. OT 전용 산식·운영 요약·성과 계산을 별도로 만들면 추가 기능입니다.,,CLS-06-04
352,,2,9. 수업 관리 (CLS),,,CLS-06-05,강사 상세,Z,,,,,CLS-06-05
353,,2,9. 수업 관리 (CLS),,,CLS-06-06,색상 구분,Z,,,,,CLS-06-06
354,,2,9. 수업 관리 (CLS),,,CLS-06-07,본인 조회 모드,Z,추가,"견적서에 명시되지 않았을 뿐더러, 본인 조회 모드가 무엇인지 불분명",본인 조회 모드는 강사/직원 권한에서 본인 일정만 보이도록 제한하는 RBAC/조회 범위 상세화입니다. 별도 독립 기능으로 보기 어렵습니다.,"기획 md 파일에서는 확인되지만, 견적서에는 명시되지 않은 내용입니다.",CLS-06-07
355,,2,9. 수업 관리 (CLS),,,CLS-06-08,엑셀 내보내기,Z,추가,엑셀 다운 기능은 명시되지 않음,,,CLS-06-08
356,,1,9. 수업 관리 (CLS),,,CLS-09,일정 요청 처리 (회원 변경·취소 요청 관리),Z,,,,,CLS-09
357,,2,9. 수업 관리 (CLS),,,CLS-09-01,요청 목록,Z,,,,,CLS-09-01
358,,2,9. 수업 관리 (CLS),,,CLS-09-02,필터,Z,,,,,CLS-09-02
359,,2,9. 수업 관리 (CLS),,,CLS-09-03,수락 처리,Z,,,,,CLS-09-03
360,,2,9. 수업 관리 (CLS),,,CLS-09-04,거절 처리,Z,,,,,CLS-09-04
361,,2,9. 수업 관리 (CLS),,,CLS-09-05,대안 일정 제시,Z,추가,견적서에 명시되지 않음. CLS-09가 '유효 수업'이라고만 적혀 있고 구체적인 내용은 없음. 대안 일정과 관련된 내용 역시 명시되지 않음,일정 요청 처리에서 대안 일정을 수동 제시하는 정도는 요청 처리 workflow 상세화입니다. 자동 추천/자동 재배정까지 요구하면 추가 기능입니다.,,CLS-09-05
362,,2,9. 수업 관리 (CLS),,,CLS-09-06,미처리 알림,Z,추가,견적서에 명시되지 않음. CLS-09가 '유효 수업'이라고만 적혀 있고 구체적인 내용은 없음. 미처리 알림과 관련된 내용 역시 명시되지 않음,미처리 요청을 운영자에게 알리는 단순 배지/알림은 일정요청 처리의 운영 상세화입니다. 별도 자동 알림 엔진이나 외부 메시지 발송이면 추가입니다.,,CLS-09-06
363,,2,9. 수업 관리 (CLS),,,CLS-09-07,권한 분기,Z,,,,,CLS-09-07
364,,1,9. 수업 관리 (CLS),CLS-07,횟수 관리 (PT 이용권 자동 차감),CLS-07,횟수 관리 (PT 잔여 횟수 + 수동 조정),Z,,,,,CLS-07
365,,2,9. 수업 관리 (CLS),,,CLS-07-01,회원 검색,Z,,,,,CLS-07-01
366,,2,9. 수업 관리 (CLS),,,CLS-07-02,회원 목록,Z,,,,,CLS-07-02
367,,2,9. 수업 관리 (CLS),,,CLS-07-03,필터,Z,,,,,CLS-07-03
368,,2,9. 수업 관리 (CLS),,,CLS-07-04,횟수 조정,Z,,,,,CLS-07-04
369,,2,9. 수업 관리 (CLS),,,CLS-07-05,차감 이력,Z,,,,,CLS-07-05
370,,2,9. 수업 관리 (CLS),,,CLS-07-06,자동 차감 연동,"Z:클라이언트에서 차감 처리할 수 있도록 API 제공
P: 이용권 차감 API 호출",,,,,CLS-07-06
371,,1,9. 수업 관리 (CLS),CLS-08,페널티 관리 (노쇼 / 무단취소),CLS-08,페널티 관리 (노쇼·늦은 취소 정책 + 운영),Z,,,,,CLS-08
372,,2,9. 수업 관리 (CLS),,,CLS-08-01,탭 구조,Z,,,,,CLS-08-01
373,,2,9. 수업 관리 (CLS),,,CLS-08-02,페널티 현황,Z,,,,,CLS-08-02
374,,2,9. 수업 관리 (CLS),,,CLS-08-03,페널티 수동 등록,Z,,,,,CLS-08-03
375,,2,9. 수업 관리 (CLS),,,CLS-08-04,페널티 해제,Z,,,,,CLS-08-04
376,,2,9. 수업 관리 (CLS),,,CLS-08-05,자동 페널티 정책,Z,질문,정책은 고객사에서 정의 필요,"[판도 검토 답변 - 명확화]
답변: CLS-08-05 자동 페널티 정책은 늦은 취소/노쇼가 발생했을 때 예약 제한 또는 횟수 차감을 자동 적용하는 규칙입니다.
TC 반영: 기본 예시는 1회 경고, 3회 7일 예약 제한, 5회 PT 1회 차감이며, 정책 on/off, 누적 기간, 수동 예외 처리 TC를 반영합니다.",명확한 정책 기준을 전달 받으면 구현 가능합니다.,CLS-08-05
377,,2,9. 수업 관리 (CLS),,,CLS-08-06,늦은 취소 기준,Z,질문,기준은 고객사에서 정의 필요,"[판도 검토 답변 - 명확화]
답변: CLS-08-06 늦은 취소 기준은 수업 시작 몇 시간 전부터 취소를 페널티 대상으로 볼지 정하는 기준입니다.
TC 반영: 기본값은 수업 시작 2시간 전이며, 수업 유형별 예외, 취소 시각 기록, 페널티 적용/미적용 분기 TC를 반영합니다.",명확한 취소 기준을 전달 받으면 구현 가능합니다.,CLS-08-06
378,,2,9. 수업 관리 (CLS),,,CLS-08-07,페널티 내용,Z,질문,내용은 고객사에서 정의 필요,"[판도 검토 답변 - 명확화]
답변: CLS-08-07 페널티 내용은 페널티가 적용될 때 회원에게 실제로 부과되는 조치입니다. 예약 제한, 수강권/PT 횟수 차감, 경고 누적 중 하나 또는 복합 적용입니다.
TC 반영: 페널티 유형 선택, 적용 일수/차감 횟수 입력, 회원 상세 이력 표시, 관리자 수동 해제, 알림 발송 TC를 반영합니다.",명확한 패널티 내용을 전달 받으면 구현 가능합니다.,CLS-08-07
379,,2,9. 수업 관리 (CLS),,,CLS-08-08,노쇼/취소 정책,Z,질문,정책은 고객사에서 정의 필요,"[판도 검토 답변 - 명확화]
답변: CLS-08-08 노쇼/취소 정책은 늦은 취소와 노쇼를 하나의 정책 화면에서 관리하는 기준입니다.
TC 반영: 늦은 취소, 노쇼, 지각 후 노쇼 전환, 누적 횟수, 페널티 적용, 회원 알림, 관리자 예외 승인 TC를 반영합니다.",명확한 노쇼 정책을 전달 받으면 구현 가능합니다.,CLS-08-08
380,,1,9. 수업 관리 (CLS),CLS-09,유효 수업 관리,CLS-09,일정 요청 처리 (회원 변경·취소 요청 관리),Z,,,,,CLS-09
381,,1,9. 수업 관리 (CLS),,,CLS-11,유효 수업 목록 (당일 운영 + 출석·서명),Z,추가,견적서에 CLS-11 항목이 없음,"유효 수업 목록은 별도 코드로 분리되어 있지만, 당일 수업 운영·출석·기록 조회를 한 화면에서 보려는 운영 화면입니다. 기존 수업관리/예약목록/출석 처리의 조합이라면 추가 기능이라기보다 운영 화면 상세화입니다. 완전히 별도 메뉴와 별도 원장을 요구하면 추가 범위로 협의하면 됩니다.",견적서에서 확인할 수 없는 항목입니다. CLS-11 카테고리 역시 견적서에 없습니다.,CLS-11
382,,2,9. 수업 관리 (CLS),,,CLS-11-01,날짜 필터,Z,추가,견적서에 CLS-11 항목이 없음,"유효 수업 목록은 별도 코드로 분리되어 있지만, 당일 수업 운영·출석·기록 조회를 한 화면에서 보려는 운영 화면입니다. 기존 수업관리/예약목록/출석 처리의 조합이라면 추가 기능이라기보다 운영 화면 상세화입니다. 완전히 별도 메뉴와 별도 원장을 요구하면 추가 범위로 협의하면 됩니다.",,CLS-11-01
383,,2,9. 수업 관리 (CLS),,,CLS-11-02,수업 목록,Z,추가,견적서에 CLS-11 항목이 없음,"유효 수업 목록은 별도 코드로 분리되어 있지만, 당일 수업 운영·출석·기록 조회를 한 화면에서 보려는 운영 화면입니다. 기존 수업관리/예약목록/출석 처리의 조합이라면 추가 기능이라기보다 운영 화면 상세화입니다. 완전히 별도 메뉴와 별도 원장을 요구하면 추가 범위로 협의하면 됩니다.",,CLS-11-02
384,,2,9. 수업 관리 (CLS),,,CLS-11-03,출석 처리,Z,추가,견적서에 CLS-11 항목이 없음,"유효 수업 목록은 별도 코드로 분리되어 있지만, 당일 수업 운영·출석·기록 조회를 한 화면에서 보려는 운영 화면입니다. 기존 수업관리/예약목록/출석 처리의 조합이라면 추가 기능이라기보다 운영 화면 상세화입니다. 완전히 별도 메뉴와 별도 원장을 요구하면 추가 범위로 협의하면 됩니다.",,CLS-11-03
385,,2,9. 수업 관리 (CLS),,,CLS-11-04,서명 요청,Z,추가,견적서에 CLS-11 항목이 없음,"서명 요청은 수업 완료 확인 방식과 연결됩니다. 단순 수업 완료 확인/서명 상태 관리라면 수업 운영 상세화로 볼 수 있으나, 외부 전자서명 서비스 연동·법적 전자계약 수준이면 추가 범위입니다.",,CLS-11-04
386,,2,9. 수업 관리 (CLS),,,CLS-11-05,수업 기록 상세,Z,추가,견적서에 CLS-11 항목이 없음,"유효 수업 목록은 별도 코드로 분리되어 있지만, 당일 수업 운영·출석·기록 조회를 한 화면에서 보려는 운영 화면입니다. 기존 수업관리/예약목록/출석 처리의 조합이라면 추가 기능이라기보다 운영 화면 상세화입니다. 완전히 별도 메뉴와 별도 원장을 요구하면 추가 범위로 협의하면 됩니다.",,CLS-11-05
387,,2,9. 수업 관리 (CLS),,,CLS-11-06,노쇼 처리,Z,추가,견적서에 CLS-11 항목이 없음,노쇼 자동 처리는 단순 상태 변경 버튼이 아니라 자동 판정 규칙과 배치/알림이 필요한 경우 별도 자동화 기능으로 볼 수 있습니다. 수동 노쇼 처리라면 수업 운영 상세화입니다.,,CLS-11-06
388,,2,9. 수업 관리 (CLS),,,CLS-11-07,당일 요약,Z,추가,견적서에 CLS-11 항목이 없음,"유효 수업 목록은 별도 코드로 분리되어 있지만, 당일 수업 운영·출석·기록 조회를 한 화면에서 보려는 운영 화면입니다. 기존 수업관리/예약목록/출석 처리의 조합이라면 추가 기능이라기보다 운영 화면 상세화입니다. 완전히 별도 메뉴와 별도 원장을 요구하면 추가 범위로 협의하면 됩니다.",,CLS-11-07
389,,1,9. 수업 관리 (CLS),CLS-EXT-02,수업 평가 / 피드백 (회원→강사 별점 · 코멘트),CLS-13,수업 평가 / 피드백 (NPS 자동 집계),Z,,,,,"CLS-EXT-02, CLS-13"
390,,2,9. 수업 관리 (CLS),,,CLS-13-01,필터,Z,,,,,CLS-13-01
391,,2,9. 수업 관리 (CLS),,,CLS-13-02,평점 요약,Z,,,,,CLS-13-02
392,,2,9. 수업 관리 (CLS),,,CLS-13-03,피드백 목록,Z,,,,,CLS-13-03
393,,2,9. 수업 관리 (CLS),,,CLS-13-04,피드백 상세,Z,,,,,CLS-13-04
394,,2,9. 수업 관리 (CLS),,,CLS-13-05,NPS 집계,Z,추가,견적서에 명시되지 않음,NPS 집계가 수업 평가 점수의 단순 집계이면 수업평가 피드백의 분석 상세화입니다. 별도 리포트/추세 분석/세그먼트 분석이면 추가 범위입니다.,,CLS-13-05
395,,2,9. 수업 관리 (CLS),,,CLS-13-06,신고 처리,Z,추가,견적서에 명시되지 않음,"신고 처리가 후기/피드백의 상태값과 관리자 확인 정도라면 피드백 관리 상세화입니다. 신고 워크플로우, 제재, 알림, 이력 관리까지 포함하면 추가 기능입니다.",,CLS-13-06
396,,2,9. 수업 관리 (CLS),,,CLS-13-07,본인 조회,Z,,,,,CLS-13-07
397,,1,10. 매출 관리 (SAL),SAL-01,매출 현황 (통계 카드 + 유형 / 수단 / 기간 필터 + 하단 요약),SAL-01,매출 현황 (통합 허브),Z,,,,,SAL-01
398,,2,10. 매출 관리 (SAL),,,SAL-01-01,요약 지표 카드,Z,,,,,SAL-01-01
399,,2,10. 매출 관리 (SAL),,,SAL-01-02,기간 프리셋,Z,,,,,SAL-01-02
400,,2,10. 매출 관리 (SAL),,,SAL-01-03,통합 검색,Z,,,,,SAL-01-03
401,,2,10. 매출 관리 (SAL),,,SAL-01-04,복합 필터,Z,,,,,SAL-01-04
402,,2,10. 매출 관리 (SAL),,,SAL-01-05,매출유형 탭,Z,,,,,SAL-01-05
